Sample Index,GX Raw (LSB),GY Raw (LSB),GZ Raw (LSB),GX Uncal (dps),GY Uncal (dps),GZ Uncal (dps),GX Cal (dps),GY Cal (dps),GZ Cal (dps),Roll Angle Uncal (deg),Pitch Angle Uncal (deg),Yaw Angle Uncal (deg),Roll Angle Cal (deg),Pitch Angle Cal (deg),Yaw Angle Cal (deg)
748,-999,242,-243,-7.625954,1.847328,-1.854962,0.436008,1.302023,-1.581870,-60.311603,4.145954,-2.046336,-0.008129,0.067070,-0.003611
749,-1037,26,-237,-7.916031,0.198473,-1.809160,0.145931,-0.346832,-1.536069,-60.390763,4.147939,-2.064427,-0.006669,0.063602,-0.018971
750,-1264,252,-7,-9.648855,1.923664,-0.053435,-1.586893,1.378359,0.219656,-60.487252,4.167176,-2.064962,-0.022538,0.077385,-0.016775
751,-1039,8,6,-7.931298,0.061069,0.045802,0.130664,-0.484237,0.318893,-60.566565,4.167786,-2.064504,-0.021232,0.072543,-0.013586
752,-1022,36,-11,-7.801527,0.274809,-0.083969,0.260435,-0.270496,0.189122,-60.644580,4.170534,-2.065344,-0.018627,0.069838,-0.011695
753,-774,16,-8,-5.908397,0.122137,-0.061069,2.153565,-0.423168,0.212023,-60.703664,4.171756,-2.065954,0.002908,0.065606,-0.009574
754,-1023,44,-32,-7.809160,0.335878,-0.244275,0.252802,-0.209427,0.028817,-60.781756,4.175115,-2.068397,0.005436,0.063512,-0.009286
755,-1278,245,8,-9.755725,1.870229,0.061069,-1.693763,1.324924,0.334160,-60.879313,4.193817,-2.067786,-0.011501,0.076761,-0.005945
756,-1077,50,252,-8.221374,0.381679,1.923664,-0.159412,-0.163626,2.196756,-60.961527,4.197634,-2.048550,-0.013095,0.075125,0.016023
757,-1082,42,5,-8.259542,0.320611,0.038168,-0.197580,-0.224695,0.311260,-61.044122,4.200840,-2.048168,-0.015071,0.072878,0.019135
758,-1089,17,18,-8.312977,0.129771,0.137405,-0.251015,-0.415534,0.410496,-61.127252,4.202137,-2.046794,-0.017581,0.068723,0.023240
759,-1074,38,9,-8.198473,0.290076,0.068702,-0.136511,-0.255229,0.341794,-61.209237,4.205038,-2.046107,-0.018946,0.066171,0.026658
760,-1060,23,17,-8.091603,0.175573,0.129771,-0.029641,-0.369733,0.402863,-61.290153,4.206794,-2.044809,-0.019243,0.062473,0.030687
761,-783,20,13,-5.977099,0.152672,0.099237,2.084863,-0.392634,0.372328,-61.349924,4.208321,-2.043817,0.001606,0.058547,0.034410
762,-798,-246,7,-6.091603,-1.877863,0.053435,1.970359,-2.423168,0.326527,-61.410840,4.189542,-2.043282,0.021309,0.034315,0.037676
763,-1055,39,4,-8.053435,0.297710,0.030534,0.008527,-0.247595,0.303626,-61.491374,4.192519,-2.042977,0.021395,0.031839,0.040712
764,-1098,123,-87,-8.381679,0.938931,-0.664122,-0.319718,0.393626,-0.391031,-61.575191,4.201908,-2.049618,0.018198,0.035776,0.036802
765,-1077,134,-82,-8.221374,1.022901,-0.625954,-0.159412,0.477595,-0.352863,-61.657405,4.212137,-2.055878,0.016603,0.040552,0.033273
766,-1085,125,-75,-8.282443,0.954198,-0.572519,-0.220481,0.408893,-0.299427,-61.740229,4.221679,-2.061603,0.014399,0.044640,0.030279
767,-1076,133,-41,-8.213740,1.015267,-0.312977,-0.151779,0.469962,-0.039885,-61.822366,4.231832,-2.064733,0.012881,0.049340,0.029880
768,-1100,123,-48,-8.396947,0.938931,-0.366412,-0.334985,0.393626,-0.093321,-61.906336,4.241221,-2.068397,0.009531,0.053276,0.028947
769,-1127,127,-63,-8.603053,0.969466,-0.480916,-0.541092,0.424160,-0.207824,-61.992366,4.250916,-2.073206,0.004120,0.057518,0.026868
770,-1110,131,-52,-8.473282,1.000000,-0.396947,-0.411321,0.454695,-0.123855,-62.077099,4.260916,-2.077176,0.000007,0.062065,0.025630
771,-1110,96,-68,-8.473282,0.732824,-0.519084,-0.411321,0.187519,-0.245992,-62.161832,4.268244,-2.082366,-0.004106,0.063940,0.023170
772,-1098,122,-82,-8.381679,0.931298,-0.625954,-0.319718,0.385992,-0.352863,-62.245649,4.277557,-2.088626,-0.007304,0.067800,0.019641
773,-1050,88,-58,-8.015267,0.671756,-0.442748,0.046695,0.126450,-0.169656,-62.325802,4.284275,-2.093053,-0.006837,0.069065,0.017945
774,-994,51,-78,-7.587786,0.389313,-0.595420,0.474176,-0.155992,-0.322328,-62.401679,4.288168,-2.099008,-0.002095,0.067505,0.014721
775,-1025,93,-83,-7.824427,0.709924,-0.633588,0.237534,0.164618,-0.360496,-62.479924,4.295267,-2.105344,0.000281,0.069151,0.011116
776,-1048,110,-69,-8.000000,0.839695,-0.526718,0.061962,0.294389,-0.253626,-62.559924,4.303664,-2.110611,0.000900,0.072095,0.008580
777,-1029,126,-89,-7.854962,0.961832,-0.679389,0.207000,0.416527,-0.406298,-62.638473,4.313282,-2.117405,0.002970,0.076260,0.004517
778,-1059,124,-79,-8.083969,0.946565,-0.603053,-0.022008,0.401260,-0.329962,-62.719313,4.322748,-2.123435,0.002750,0.080273,0.001218
779,-1041,146,-75,-7.946565,1.114504,-0.572519,0.115397,0.569198,-0.299427,-62.798779,4.333893,-2.129160,0.003904,0.085965,-0.001777
780,-1038,101,-34,-7.923664,0.770992,-0.259542,0.138298,0.225687,0.013550,-62.878015,4.341603,-2.131756,0.005287,0.088221,-0.001641
781,-978,73,-38,-7.465649,0.557252,-0.290076,0.596313,0.011947,-0.016985,-62.952672,4.347176,-2.134656,0.011250,0.088341,-0.001811
782,-998,13,-249,-7.618321,0.099237,-1.900763,0.443641,-0.446069,-1.627672,-63.028855,4.348168,-2.153664,0.015687,0.083880,-0.018088
783,-1014,17,-11,-7.740458,0.129771,-0.083969,0.321504,-0.415534,0.189122,-63.106260,4.349466,-2.154504,0.018902,0.079725,-0.016197
784,-1014,31,-28,-7.740458,0.236641,-0.213740,0.321504,-0.308664,0.059351,-63.183664,4.351832,-2.156641,0.022117,0.076638,-0.015603
785,-1019,24,-13,-7.778626,0.183206,-0.099237,0.283336,-0.362099,0.173855,-63.261450,4.353664,-2.157634,0.024950,0.073017,-0.013865
786,-1009,39,-27,-7.702290,0.297710,-0.206107,0.359672,-0.247595,0.066985,-63.338473,4.356641,-2.159695,0.028547,0.070541,-0.013195
787,-1022,36,-16,-7.801527,0.274809,-0.122137,0.260435,-0.270496,0.150954,-63.416489,4.359389,-2.160916,0.031151,0.067836,-0.011685
788,-1021,31,-29,-7.793893,0.236641,-0.221374,0.268069,-0.308664,0.051718,-63.494427,4.361756,-2.163130,0.033832,0.064750,-0.011168
789,-1017,251,35,-7.763359,1.916031,0.267176,0.298603,1.370725,0.540267,-63.572061,4.380916,-2.160458,0.036818,0.078457,-0.005765
790,-1068,19,6,-8.152672,0.145038,0.045802,-0.090710,-0.400267,0.318893,-63.653588,4.382366,-2.160000,0.035911,0.074454,-0.002576
791,-1069,35,-7,-8.160305,0.267176,-0.053435,-0.098344,-0.278130,0.219656,-63.735191,4.385038,-2.160534,0.034927,0.071673,-0.000380
792,-1058,20,29,-8.076336,0.152672,0.221374,-0.014374,-0.392634,0.494466,-63.815954,4.386565,-2.158321,0.034784,0.067747,0.004565
793,-795,11,10,-6.068702,0.083969,0.076336,1.993260,-0.461336,0.349427,-63.876641,4.387405,-2.157557,0.054716,0.063133,0.008059
794,-801,11,-13,-6.114504,0.083969,-0.099237,1.947458,-0.461336,0.173855,-63.937786,4.388244,-2.158550,0.074191,0.058520,0.009798
795,-1076,23,11,-8.213740,0.175573,0.083969,-0.151779,-0.369733,0.357061,-64.019924,4.390000,-2.157710,0.072673,0.054823,0.013368
796,-1057,-243,37,-8.068702,-1.854962,0.282443,-0.006740,-2.400267,0.555534,-64.100611,4.371450,-2.154885,0.072605,0.030820,0.018924
797,-789,-253,20,-6.022901,-1.931298,0.152672,2.039061,-2.476603,0.425763,-64.160840,4.352137,-2.153359,0.092996,0.006054,0.023181
798,-1053,91,-91,-8.038168,0.694656,-0.694656,0.023794,0.149351,-0.421565,-64.241221,4.359084,-2.160305,0.093234,0.007547,0.018966
799,-1098,133,-54,-8.381679,1.015267,-0.412214,-0.319718,0.469962,-0.139122,-64.325038,4.369237,-2.164427,0.090037,0.012247,0.017574
800,-1084,119,-47,-8.274809,0.908397,-0.358779,-0.212847,0.363092,-0.085687,-64.407786,4.378321,-2.168015,0.087908,0.015878,0.016718
801,-1106,127,-44,-8.442748,0.969466,-0.335878,-0.380786,0.424160,-0.062786,-64.492214,4.388015,-2.171374,0.084101,0.020119,0.016090
802,-1095,101,-47,-8.358779,0.770992,-0.358779,-0.296817,0.225687,-0.085687,-64.575802,4.395725,-2.174962,0.081132,0.022376,0.015233
803,-1112,105,-64,-8.488550,0.801527,-0.488550,-0.426588,0.256221,-0.215458,-64.660687,4.403740,-2.179847,0.076866,0.024939,0.013078
804,-1110,103,-41,-8.473282,0.786260,-0.312977,-0.411321,0.240954,-0.039885,-64.745420,4.411603,-2.182977,0.072753,0.027348,0.012679
805,-1129,97,-70,-8.618321,0.740458,-0.534351,-0.556359,0.195153,-0.261260,-64.831603,4.419008,-2.188321,0.067190,0.029300,0.010067
806,-1070,125,-80,-8.167939,0.954198,-0.610687,-0.105977,0.408893,-0.337595,-64.913282,4.428550,-2.194427,0.066130,0.033389,0.006691
807,-1049,114,-66,-8.007634,0.870229,-0.503817,0.054328,0.324924,-0.230725,-64.993359,4.437252,-2.199466,0.066673,0.036638,0.004384
808,-1248,79,-55,-9.526718,0.603053,-0.419847,-1.464756,0.057748,-0.146756,-65.088626,4.443282,-2.203664,0.052026,0.037215,0.002916
809,-1265,94,-73,-9.656489,0.717557,-0.557252,-1.594527,0.172252,-0.284160,-65.185191,4.450458,-2.209237,0.036080,0.038938,0.000074
810,-1262,104,-63,-9.633588,0.793893,-0.480916,-1.571626,0.248588,-0.207824,-65.281527,4.458397,-2.214046,0.020364,0.041424,-0.002004
811,-1050,115,-59,-8.015267,0.877863,-0.450382,0.046695,0.332557,-0.177290,-65.361679,4.467176,-2.218550,0.020831,0.044749,-0.003777
812,-1035,127,-72,-7.900763,0.969466,-0.549618,0.161198,0.424160,-0.276527,-65.440687,4.476870,-2.224046,0.022443,0.048991,-0.006542
813,-1051,139,-95,-8.022901,1.061069,-0.725191,0.039061,0.515763,-0.452099,-65.520916,4.487481,-2.231298,0.022834,0.054148,-0.011063
814,-1033,142,-68,-7.885496,1.083969,-0.519084,0.176466,0.538664,-0.245992,-65.599771,4.498321,-2.236489,0.024598,0.059535,-0.013523
815,-1255,91,-62,-9.580153,0.694656,-0.473282,-1.518191,0.149351,-0.200191,-65.695573,4.505267,-2.241221,0.009416,0.061029,-0.015525
816,-1260,15,-251,-9.618321,0.114504,-1.916031,-1.556359,-0.430802,-1.642939,-65.791756,4.506412,-2.260382,-0.006147,0.056721,-0.031954
817,-1016,22,-250,-7.755725,0.167939,-1.908397,0.306237,-0.377366,-1.635305,-65.869313,4.508092,-2.279466,-0.003085,0.052947,-0.048307
818,-1004,15,-10,-7.664122,0.114504,-0.076336,0.397840,-0.430802,0.196756,-65.945954,4.509237,-2.280229,0.000894,0.048639,-0.046340
819,-1055,41,-20,-8.053435,0.312977,-0.152672,0.008527,-0.232328,0.120420,-66.026489,4.512366,-2.281756,0.000979,0.046316,-0.045135
820,-777,37,-255,-5.931298,0.282443,-1.946565,2.130664,-0.262863,-1.673473,-66.085802,4.515191,-2.301221,0.022285,0.043687,-0.061870
821,-1021,42,-15,-7.793893,0.320611,-0.114504,0.268069,-0.224695,0.158588,-66.163740,4.518397,-2.302366,0.024966,0.041440,-0.060284
822,-984,59,-38,-7.511450,0.450382,-0.290076,0.550511,-0.094924,-0.016985,-66.238855,4.522901,-2.305267,0.030471,0.040491,-0.060454
823,-1007,65,-242,-7.687023,0.496183,-1.847328,0.374939,-0.049122,-1.574237,-66.315725,4.527863,-2.323740,0.034221,0.040000,-0.076197
824,-1000,9,-249,-7.633588,0.068702,-1.900763,0.428374,-0.476603,-1.627672,-66.392061,4.528550,-2.342748,0.038504,0.035234,-0.092473
825,-1014,25,15,-7.740458,0.190840,0.114504,0.321504,-0.354466,0.387595,-66.469466,4.530458,-2.341603,0.041719,0.031689,-0.088597
826,-1070,23,11,-8.167939,0.175573,0.083969,-0.105977,-0.369733,0.357061,-66.551145,4.532214,-2.340763,0.040660,0.027992,-0.085027
827,-1057,33,6,-8.068702,0.251908,0.045802,-0.006740,-0.293397,0.318893,-66.631832,4.534733,-2.340305,0.040592,0.025058,-0.081838
828,-1074,-5,26,-8.198473,-0.038168,0.198473,-0.136511,-0.583473,0.471565,-66.713817,4.534351,-2.338321,0.039227,0.019223,-0.077122
829,-785,-250,6,-5.992366,-1.908397,0.045802,2.069595,-2.453702,0.318893,-66.773740,4.515267,-2.337863,0.059923,-0.005314,-0.073933
830,-1024,-17,10,-7.816794,-0.129771,0.076336,0.245168,-0.675076,0.349427,-66.851908,4.513969,-2.337099,0.062375,-0.012065,-0.070439
831,-778,19,29,-5.938931,0.145038,0.221374,2.123031,-0.400267,0.494466,-66.911298,4.515420,-2.334885,0.083605,-0.016068,-0.065494
832,-1015,-235,238,-7.748092,-1.793893,1.816794,0.313870,-2.339198,2.089885,-66.988779,4.497481,-2.316718,0.086744,-0.039460,-0.044595
833,-1085,85,241,-8.282443,0.648855,1.839695,-0.220481,0.103550,2.112786,-67.071603,4.503969,-2.298321,0.084539,-0.038424,-0.023468
834,-1091,121,-52,-8.328244,0.923664,-0.396947,-0.266282,0.378359,-0.123855,-67.154885,4.513206,-2.302290,0.081876,-0.034640,-0.024706
835,-1112,126,-55,-8.488550,0.961832,-0.419847,-0.426588,0.416527,-0.146756,-67.239771,4.522824,-2.306489,0.077610,-0.030475,-0.026174
836,-1092,91,-43,-8.335878,0.694656,-0.328244,-0.273916,0.149351,-0.055153,-67.323130,4.529771,-2.309771,0.074871,-0.028982,-0.026725
837,-1090,110,-47,-8.320611,0.839695,-0.358779,-0.258649,0.294389,-0.085687,-67.406336,4.538168,-2.313359,0.072285,-0.026038,-0.027582
838,-1085,114,-40,-8.282443,0.870229,-0.305344,-0.220481,0.324924,-0.032252,-67.489160,4.546870,-2.316412,0.070080,-0.022789,-0.027905
839,-1126,85,-36,-8.595420,0.648855,-0.274809,-0.533458,0.103550,-0.001718,-67.575115,4.553359,-2.319160,0.064745,-0.021753,-0.027922
840,-1108,85,233,-8.458015,0.648855,1.778626,-0.396053,0.103550,2.051718,-67.659695,4.559847,-2.301374,0.060785,-0.020718,-0.007405
841,-1095,148,-70,-8.358779,1.129771,-0.534351,-0.296817,0.584466,-0.261260,-67.743282,4.571145,-2.306718,0.057817,-0.014873,-0.010017
842,-1040,128,-90,-7.938931,0.977099,-0.687023,0.123031,0.431794,-0.413931,-67.822672,4.580916,-2.313588,0.059047,-0.010555,-0.014156
843,-1045,106,-76,-7.977099,0.809160,-0.580153,0.084863,0.263855,-0.307061,-67.902443,4.589008,-2.319389,0.059895,-0.007916,-0.017227
844,-1279,115,-75,-9.763359,0.877863,-0.572519,-1.701397,0.332557,-0.299427,-68.000076,4.597786,-2.325115,0.042882,-0.004591,-0.020221
845,-1026,118,-87,-7.832061,0.900763,-0.664122,0.229901,0.355458,-0.391031,-68.078397,4.606794,-2.331756,0.045181,-0.001036,-0.024132
846,-1032,134,-76,-7.877863,1.022901,-0.580153,0.184099,0.477595,-0.307061,-68.157176,4.617023,-2.337557,0.047022,0.003740,-0.027202
847,-1040,132,-70,-7.938931,1.007634,-0.534351,0.123031,0.462328,-0.261260,-68.236565,4.627099,-2.342901,0.048252,0.008363,-0.029815
848,-1025,154,-75,-7.824427,1.175573,-0.572519,0.237534,0.630267,-0.299427,-68.314809,4.638855,-2.348626,0.050627,0.014666,-0.032809
849,-1032,149,-72,-7.877863,1.137405,-0.549618,0.184099,0.592099,-0.276527,-68.393588,4.650229,-2.354122,0.052468,0.020587,-0.035574
850,-1278,49,-255,-9.755725,0.374046,-1.946565,-1.693763,-0.171260,-1.673473,-68.491145,4.653969,-2.373588,0.035531,0.018874,-0.052309
851,-997,9,-9,-7.610687,0.068702,-0.068702,0.451275,-0.476603,0.204389,-68.567252,4.654656,-2.374275,0.040043,0.014108,-0.050265
852,-1022,37,-19,-7.801527,0.282443,-0.145038,0.260435,-0.262863,0.128053,-68.645267,4.657481,-2.375725,0.042648,0.011479,-0.048985
853,-784,42,-13,-5.984733,0.320611,-0.099237,2.077229,-0.224695,0.173855,-68.705115,4.660687,-2.376718,0.063420,0.009232,-0.047246
854,-1010,52,-24,-7.709924,0.396947,-0.183206,0.352038,-0.148359,0.089885,-68.782214,4.664656,-2.378550,0.066940,0.007749,-0.046347
855,-994,35,-28,-7.587786,0.267176,-0.213740,0.474176,-0.278130,0.059351,-68.858092,4.667328,-2.380687,0.071682,0.004968,-0.045754
856,-1007,36,-35,-7.687023,0.274809,-0.267176,0.374939,-0.270496,0.005916,-68.934962,4.670076,-2.383359,0.075431,0.002263,-0.045695
857,-1002,54,-6,-7.648855,0.412214,-0.045802,0.413107,-0.133092,0.227290,-69.011450,4.674198,-2.383817,0.079563,0.000932,-0.043422
858,-1020,66,-16,-7.786260,0.503817,-0.122137,0.275702,-0.041489,0.150954,-69.089313,4.679237,-2.385038,0.082320,0.000517,-0.041912
859,-983,-12,251,-7.503817,-0.091603,1.916031,0.558145,-0.636908,2.189122,-69.164351,4.678321,-2.365878,0.087901,-0.005852,-0.020021
860,-1090,19,6,-8.320611,0.145038,0.045802,-0.258649,-0.400267,0.318893,-69.247557,4.679771,-2.365420,0.085315,-0.009855,-0.016832
861,-1072,13,19,-8.183206,0.099237,0.145038,-0.121244,-0.446069,0.418130,-69.329389,4.680763,-2.363969,0.084102,-0.014316,-0.012651
862,-1051,11,53,-8.022901,0.083969,0.404580,0.039061,-0.461336,0.677672,-69.409618,4.681603,-2.359924,0.084493,-0.018929,-0.005874
863,-786,19,8,-6.000000,0.145038,0.061069,2.061962,-0.400267,0.334160,-69.469618,4.683053,-2.359313,0.105112,-0.022932,-0.002532
864,-1060,-6,7,-8.091603,-0.045802,0.053435,-0.029641,-0.591107,0.326527,-69.550534,4.682595,-2.358779,0.104816,-0.028843,0.000733
865,-792,255,4,-6.045802,1.946565,0.030534,2.016160,1.401260,0.303626,-69.610992,4.702061,-2.358473,0.124977,-0.014830,0.003769
866,-782,17,15,-5.969466,0.129771,0.114504,2.092496,-0.415534,0.387595,-69.670687,4.703359,-2.357328,0.145902,-0.018985,0.007645
867,-1067,21,-8,-8.145038,0.160305,-0.061069,-0.083076,-0.385000,0.212023,-69.752137,4.704962,-2.357939,0.145072,-0.022835,0.009765
868,-1116,118,-84,-8.519084,0.900763,-0.641221,-0.457122,0.355458,-0.368130,-69.837328,4.713969,-2.364351,0.140500,-0.019281,0.006084
869,-1098,113,-54,-8.381679,0.862595,-0.412214,-0.319718,0.317290,-0.139122,-69.921145,4.722595,-2.368473,0.137303,-0.016108,0.004693
870,-1092,124,-67,-8.335878,0.946565,-0.511450,-0.273916,0.401260,-0.238359,-70.004504,4.732061,-2.373588,0.134564,-0.012095,0.002309
871,-1125,116,-50,-8.587786,0.885496,-0.381679,-0.525824,0.340191,-0.108588,-70.090382,4.740916,-2.377405,0.129306,-0.008694,0.001223
872,-1121,94,-60,-8.557252,0.717557,-0.458015,-0.495290,0.172252,-0.184924,-70.175954,4.748092,-2.381985,0.124353,-0.006971,-0.000626
873,-1126,122,-63,-8.595420,0.931298,-0.480916,-0.533458,0.385992,-0.207824,-70.261908,4.757405,-2.386794,0.119018,-0.003111,-0.002704
874,-1099,77,-37,-8.389313,0.587786,-0.282443,-0.327351,0.042481,-0.009351,-70.345802,4.763282,-2.389618,0.115745,-0.002686,-0.002798
875,-1114,115,-68,-8.503817,0.877863,-0.519084,-0.441855,0.332557,-0.245992,-70.430840,4.772061,-2.394809,0.111326,0.000639,-0.005258
876,-1046,143,-89,-7.984733,1.091603,-0.679389,0.077229,0.546298,-0.406298,-70.510687,4.782977,-2.401603,0.112099,0.006102,-0.009321
877,-1268,96,-76,-9.679389,0.732824,-0.580153,-1.617427,0.187519,-0.307061,-70.607481,4.790305,-2.407405,0.095924,0.007977,-0.012391
878,-1263,72,-40,-9.641221,0.549618,-0.305344,-1.579260,0.004313,-0.032252,-70.703893,4.795802,-2.410458,0.080132,0.008021,-0.012714
879,-1264,107,-59,-9.648855,0.816794,-0.450382,-1.586893,0.271489,-0.177290,-70.800382,4.803969,-2.414962,0.064263,0.010735,-0.014487
880,-1274,125,-65,-9.725191,0.954198,-0.496183,-1.663229,0.408893,-0.223092,-70.897634,4.813511,-2.419924,0.047631,0.014824,-0.016718
881,-1011,109,-76,-7.717557,0.832061,-0.580153,0.344405,0.286756,-0.307061,-70.974809,4.821832,-2.425725,0.051075,0.017692,-0.019788
882,-1270,96,-61,-9.694656,0.732824,-0.465649,-1.632695,0.187519,-0.192557,-71.071756,4.829160,-2.430382,0.034748,0.019567,-0.021714
883,-1048,134,-110,-8.000000,1.022901,-0.839695,0.061962,0.477595,-0.566603,-71.151756,4.839389,-2.438779,0.035367,0.024343,-0.027380
884,-1037,40,-256,-7.916031,0.305344,-1.954198,0.145931,-0.239962,-1.681107,-71.230916,4.842443,-2.458321,0.036827,0.021944,-0.044191
885,-996,252,-8,-7.603053,1.923664,-0.061069,0.458908,1.378359,0.212023,-71.306947,4.861679,-2.458931,0.041416,0.035727,-0.042071
886,-994,-24,-4,-7.587786,-0.183206,-0.030534,0.474176,-0.728511,0.242557,-71.382824,4.859847,-2.459237,0.046157,0.028442,-0.039645
887,-1270,-12,-245,-9.694656,-0.091603,-1.870229,-1.632695,-0.636908,-1.597137,-71.479771,4.858931,-2.477939,0.029830,0.022073,-0.055616
888,-1001,7,-247,-7.641221,0.053435,-1.885496,0.420740,-0.491870,-1.612405,-71.556183,4.859466,-2.496794,0.034038,0.017154,-0.071740
889,-1015,14,-251,-7.748092,0.106870,-1.916031,0.313870,-0.438435,-1.642939,-71.633664,4.860534,-2.515954,0.037177,0.012770,-0.088170
890,-1022,5,-250,-7.801527,0.038168,-1.908397,0.260435,-0.507137,-1.635305,-71.711679,4.860916,-2.535038,0.039781,0.007698,-0.104523
891,-1005,241,-19,-7.671756,1.839695,-0.145038,0.390206,1.294389,0.128053,-71.788397,4.879313,-2.536489,0.043683,0.020642,-0.103242
892,-1013,253,-1,-7.732824,1.931298,-0.007634,0.329137,1.385992,0.265458,-71.865725,4.898626,-2.536565,0.046974,0.034502,-0.100588
893,-1050,19,244,-8.015267,0.145038,1.862595,0.046695,-0.400267,2.135687,-71.945878,4.900076,-2.517939,0.047441,0.030500,-0.079231
894,-1108,68,244,-8.458015,0.519084,1.862595,-0.396053,-0.026221,2.135687,-72.030458,4.905267,-2.499313,0.043481,0.030237,-0.057874
895,-1102,63,-22,-8.412214,0.480916,-0.167939,-0.350252,-0.064389,0.105153,-72.114580,4.910076,-2.500992,0.039978,0.029594,-0.056823
896,-1075,37,-22,-8.206107,0.282443,-0.167939,-0.144145,-0.262863,0.105153,-72.196641,4.912901,-2.502672,0.038537,0.026965,-0.055771
897,-1074,46,247,-8.198473,0.351145,1.885496,-0.136511,-0.194160,2.158588,-72.278626,4.916412,-2.483817,0.037172,0.025023,-0.034185
898,-1054,44,14,-8.045802,0.335878,0.106870,0.016160,-0.209427,0.379962,-72.359084,4.919771,-2.482748,0.037333,0.022929,-0.030385
899,-1078,-240,3,-8.229008,-1.832061,0.022901,-0.167046,-2.377366,0.295992,-72.441374,4.901450,-2.482519,0.035663,-0.000845,-0.027426
900,-1089,20,235,-8.312977,0.152672,1.793893,-0.251015,-0.392634,2.066985,-72.524504,4.902977,-2.464580,0.033153,-0.004771,-0.006756
901,-1128,85,-17,-8.610687,0.648855,-0.129771,-0.548725,0.103550,0.143321,-72.610611,4.909466,-2.465878,0.027665,-0.003735,-0.005323
902,-1129,140,-72,-8.618321,1.068702,-0.549618,-0.556359,0.523397,-0.276527,-72.696794,4.920153,-2.471374,0.022102,0.001498,-0.008088
903,-1040,115,-74,-7.938931,0.877863,-0.564885,0.123031,0.332557,-0.291794,-72.776183,4.928931,-2.477023,0.023332,0.004824,-0.011006
904,-1035,119,-77,-7.900763,0.908397,-0.587786,0.161198,0.363092,-0.314695,-72.855191,4.938015,-2.482901,0.024944,0.008455,-0.014153
905,-1034,149,-77,-7.893130,1.137405,-0.587786,0.168832,0.592099,-0.314695,-72.934122,4.949389,-2.488779,0.026632,0.014376,-0.017300
906,-1054,149,-67,-8.045802,1.137405,-0.511450,0.016160,0.592099,-0.238359,-73.014580,4.960763,-2.493893,0.026794,0.020297,-0.019683
907,-1035,126,-91,-7.900763,0.961832,-0.694656,0.161198,0.416527,-0.421565,-73.093588,4.970382,-2.500840,0.028406,0.024462,-0.023899
908,-1045,120,-87,-7.977099,0.916031,-0.664122,0.084863,0.370725,-0.391031,-73.173359,4.979542,-2.507481,0.029255,0.028169,-0.027809
909,-1051,156,-81,-8.022901,1.190840,-0.618321,0.039061,0.645534,-0.345229,-73.253588,4.991450,-2.513664,0.029645,0.034625,-0.031261
910,-1055,118,-73,-8.053435,0.900763,-0.557252,0.008527,0.355458,-0.284160,-73.334122,5.000458,-2.519237,0.029731,0.038179,-0.034103
911,-1260,62,-254,-9.618321,0.473282,-1.938931,-1.556359,-0.072023,-1.665840,-73.430305,5.005191,-2.538626,0.014167,0.037459,-0.050761
912,-1013,27,-17,-7.732824,0.206107,-0.129771,0.329137,-0.339198,0.143321,-73.507634,5.007252,-2.539924,0.017458,0.034067,-0.049328
913,-1007,31,-1,-7.687023,0.236641,-0.007634,0.374939,-0.308664,0.265458,-73.584504,5.009618,-2.540000,0.021208,0.030981,-0.046674
914,-1011,38,-10,-7.717557,0.290076,-0.076336,0.344405,-0.255229,0.196756,-73.661679,5.012519,-2.540763,0.024652,0.028428,-0.044706
915,-1024,60,-18,-7.816794,0.458015,-0.137405,0.245168,-0.087290,0.135687,-73.739847,5.017099,-2.542137,0.027103,0.027555,-0.043349
916,-1021,58,-252,-7.793893,0.442748,-1.923664,0.268069,-0.102557,-1.650573,-73.817786,5.021527,-2.561374,0.029784,0.026530,-0.059855
917,-775,64,-12,-5.916031,0.488550,-0.091603,2.145931,-0.056756,0.181489,-73.876947,5.026412,-2.562290,0.051243,0.025962,-0.058040
918,-1002,66,-13,-7.648855,0.503817,-0.099237,0.413107,-0.041489,0.173855,-73.953435,5.031450,-2.563282,0.055375,0.025547,-0.056302
919,-1022,5,-10,-7.801527,0.038168,-0.076336,0.260435,-0.507137,0.196756,-74.031450,5.031832,-2.564046,0.057979,0.020476,-0.054334
920,-1277,30,8,-9.748092,0.229008,0.061069,-1.686130,-0.316298,0.334160,-74.128931,5.034122,-2.563435,0.041118,0.017313,-0.050992
921,-1075,32,7,-8.206107,0.244275,0.053435,-0.144145,-0.301031,0.326527,-74.210992,5.036565,-2.562901,0.039676,0.014303,-0.047727
922,-801,-250,23,-6.114504,-1.908397,0.175573,1.947458,-2.453702,0.448664,-74.272137,5.017481,-2.561145,0.059151,-0.010234,-0.043240
923,-1062,9,21,-8.106870,0.068702,0.160305,-0.044908,-0.476603,0.433397,-74.353206,5.018168,-2.559542,0.058702,-0.015000,-0.038906
924,-1066,-243,10,-8.137405,-1.854962,0.076336,-0.075443,-2.400267,0.349427,-74.434580,4.999618,-2.558779,0.057947,-0.039003,-0.035412
925,-1086,-1,24,-8.290076,-0.007634,0.183206,-0.228115,-0.552939,0.456298,-74.517481,4.999542,-2.556947,0.055666,-0.044532,-0.030849
926,-779,-5,17,-5.946565,-0.038168,0.129771,2.115397,-0.583473,0.402863,-74.576947,4.999160,-2.555649,0.076820,-0.050367,-0.026821
